code,evidence,level,message,mode,page,score,suggested_action,target
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""cell_size_skew""], ""rows"": 33, ""columns"": 19, ""span_count"": 162, ""span_coverage"": 1.0, ""spans_per_row"": 4.9091, ""span_per_row_limit"": 57.0, ""max_cell_chars"": 50, ""max_to_median_cell_char_ratio"": 12.5, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 170, ""status"": ""ok"", ""bbox"": [24.65, 39.79, 380.45, 464.44], ""table_area_ratio"": 0.605, ""horizontal_line_count"": 11, ""vertical_line_count"": 13, ""line_count"": 37, ""table_line_count"": 33, ""raw_rows"": 33, ""raw_columns"": 19, ""trimmed_rows"": 33, ""trimmed_columns"": 19, ""span_count"": 162, ""assigned_span_count"": 162, ""span_coverage"": 1.0, ""spans_per_trimmed_row"": 4.9091, ""max_cell_chars"": 50, ""median_cell_chars"": 4.0, ""max_to_median_cell_char_ratio"": 12.5, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013"", ""col_014"", ""col_015"", ""col_016"", ""col_017"", ""col_018"", ""col_019""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 10, ""fallback_from_columns"": 7, ""fallback_from_spans_per_row"": 15.6, ""non_table_text_line_count"": 4, ""non_table_text_chars"": 78}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,170,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 34, ""columns"": 11, ""span_count"": 187, ""span_coverage"": 0.9572, ""spans_per_row"": 5.5, ""span_per_row_limit"": 33.0, ""max_cell_chars"": 29, ""max_to_median_cell_char_ratio"": 4.8333, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 171, ""status"": ""ok"", ""bbox"": [37.9, 39.79, 394.73, 505.24], ""table_area_ratio"": 0.6651, ""horizontal_line_count"": 11, ""vertical_line_count"": 18, ""line_count"": 39, ""table_line_count"": 35, ""raw_rows"": 35, ""raw_columns"": 11, ""trimmed_rows"": 34, ""trimmed_columns"": 11, ""span_count"": 187, ""assigned_span_count"": 179, ""span_coverage"": 0.9572, ""spans_per_trimmed_row"": 5.5, ""max_cell_chars"": 29, ""median_cell_chars"": 6.0, ""max_to_median_cell_char_ratio"": 4.8333, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 8, ""fallback_from_columns"": 9, ""fallback_from_spans_per_row"": 22.625, ""non_table_text_line_count"": 4, ""non_table_text_chars"": 65}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,171,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_ACCURATE"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""cell_size_skew""], ""rows"": 31, ""columns"": 19, ""span_count"": 135, ""span_coverage"": 1.0, ""spans_per_row"": 4.3548, ""span_per_row_limit"": 57.0, ""max_cell_chars"": 50, ""max_to_median_cell_char_ratio"": 12.5, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 173, ""status"": ""ok"", ""bbox"": [38.77, 39.79, 395.15, 451.28], ""table_area_ratio"": 0.5872, ""horizontal_line_count"": 21, ""vertical_line_count"": 27, ""line_count"": 36, ""table_line_count"": 31, ""raw_rows"": 31, ""raw_columns"": 19, ""trimmed_rows"": 31, ""trimmed_columns"": 19, ""span_count"": 135, ""assigned_span_count"": 135, ""span_coverage"": 1.0, ""spans_per_trimmed_row"": 4.3548, ""max_cell_chars"": 50, ""median_cell_chars"": 4.0, ""max_to_median_cell_char_ratio"": 12.5, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013"", ""col_014"", ""col_015"", ""col_016"", ""col_017"", ""col_018"", ""col_019""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 12, ""fallback_from_columns"": 7, ""fallback_from_spans_per_row"": 10.75, ""non_table_text_line_count"": 5, ""non_table_text_chars"": 119}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,173,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 54, ""columns"": 14, ""span_count"": 223, ""span_coverage"": 0.8969, ""spans_per_row"": 4.1296, ""span_per_row_limit"": 42.0, ""max_cell_chars"": 50, ""max_to_median_cell_char_ratio"": 7.1429, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 175, ""status"": ""ok"", ""bbox"": [39.08, 45.56, 395.15, 561.0], ""table_area_ratio"": 0.7349, ""horizontal_line_count"": 10, ""vertical_line_count"": 18, ""line_count"": 58, ""table_line_count"": 55, ""raw_rows"": 55, ""raw_columns"": 14, ""trimmed_rows"": 54, ""trimmed_columns"": 14, ""span_count"": 223, ""assigned_span_count"": 200, ""span_coverage"": 0.8969, ""spans_per_trimmed_row"": 4.1296, ""max_cell_chars"": 50, ""median_cell_chars"": 7.0, ""max_to_median_cell_char_ratio"": 7.1429, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013"", ""col_014""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 6, ""fallback_from_columns"": 7, ""fallback_from_spans_per_row"": 35.6667, ""non_table_text_line_count"": 3, ""non_table_text_chars"": 53}, ""selected_model"": ""gpt-5.4"", ""model_selection_reasons"": [""many_columns""]}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,175,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {}, ""coordinate_only_values"": {}, ""structure_mismatches"": [""table_count_mismatch"", ""column_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 54, ""columns"": 14, ""span_count"": 223, ""span_coverage"": 0.8969, ""spans_per_row"": 4.1296, ""span_per_row_limit"": 42.0, ""max_cell_chars"": 50, ""max_to_median_cell_char_ratio"": 7.1429, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 17361, ""table_count"": 1, ""numeric_cell_count"": 109, ""unknown_token_count"": 0, ""max_table_columns"": 14, ""table_column_counts"": [14]}, ""vlm_metrics"": {""chars"": 3281, ""table_count"": 2, ""numeric_cell_count"": 109, ""unknown_token_count"": 0, ""max_table_columns"": 7, ""table_column_counts"": [7, 4]}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,175,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_ACCURATE"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 25, ""columns"": 12, ""span_count"": 141, ""span_coverage"": 0.8865, ""spans_per_row"": 5.64, ""span_per_row_limit"": 36.0, ""max_cell_chars"": 32, ""max_to_median_cell_char_ratio"": 6.4, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 176, ""status"": ""ok"", ""bbox"": [24.9, 41.04, 380.04, 426.35], ""table_area_ratio"": 0.5479, ""horizontal_line_count"": 26, ""vertical_line_count"": 50, ""line_count"": 34, ""table_line_count"": 26, ""raw_rows"": 26, ""raw_columns"": 12, ""trimmed_rows"": 25, ""trimmed_columns"": 12, ""span_count"": 141, ""assigned_span_count"": 125, ""span_coverage"": 0.8865, ""spans_per_trimmed_row"": 5.64, ""max_cell_chars"": 32, ""median_cell_chars"": 5.0, ""max_to_median_cell_char_ratio"": 6.4, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 12, ""fallback_from_columns"": 11, ""fallback_from_spans_per_row"": 11.5833, ""non_table_text_line_count"": 8, ""non_table_text_chars"": 240}, ""selected_model"": ""gpt-5.4"", ""model_selection_reasons"": [""many_columns""]}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,176,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {""amount"": [""4,114""]}, ""coordinate_only_values"": {}, ""structure_mismatches"": [""table_count_mismatch"", ""column_count_mismatch"", ""numeric_cell_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 25, ""columns"": 12, ""span_count"": 141, ""span_coverage"": 0.8865, ""spans_per_row"": 5.64, ""span_per_row_limit"": 36.0, ""max_cell_chars"": 32, ""max_to_median_cell_char_ratio"": 6.4, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 5352, ""table_count"": 1, ""numeric_cell_count"": 62, ""unknown_token_count"": 0, ""max_table_columns"": 12, ""table_column_counts"": [12]}, ""vlm_metrics"": {""chars"": 2027, ""table_count"": 4, ""numeric_cell_count"": 75, ""unknown_token_count"": 0, ""max_table_columns"": 10, ""table_column_counts"": [7, 7, 6, 10]}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,176,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 16, ""columns"": 12, ""span_count"": 82, ""span_coverage"": 0.9634, ""spans_per_row"": 5.125, ""span_per_row_limit"": 36.0, ""max_cell_chars"": 17, ""max_to_median_cell_char_ratio"": 4.25, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 177, ""status"": ""ok"", ""bbox"": [44.84, 38.97, 394.1, 260.84], ""table_area_ratio"": 0.3103, ""horizontal_line_count"": 16, ""vertical_line_count"": 24, ""line_count"": 32, ""table_line_count"": 19, ""raw_rows"": 19, ""raw_columns"": 12, ""trimmed_rows"": 16, ""trimmed_columns"": 12, ""span_count"": 82, ""assigned_span_count"": 79, ""span_coverage"": 0.9634, ""spans_per_trimmed_row"": 5.125, ""max_cell_chars"": 17, ""median_cell_chars"": 4.0, ""max_to_median_cell_char_ratio"": 4.25, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 9, ""fallback_from_columns"": 3, ""fallback_from_spans_per_row"": 9.0, ""non_table_text_line_count"": 13, ""non_table_text_chars"": 519}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,177,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage"", ""cell_size_skew""], ""rows"": 38, ""columns"": 13, ""span_count"": 217, ""span_coverage"": 0.9631, ""spans_per_row"": 5.7105, ""span_per_row_limit"": 39.0, ""max_cell_chars"": 32, ""max_to_median_cell_char_ratio"": 10.6667, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 180, ""status"": ""ok"", ""bbox"": [24.88, 45.21, 380.52, 485.14], ""table_area_ratio"": 0.6265, ""horizontal_line_count"": 8, ""vertical_line_count"": 10, ""line_count"": 44, ""table_line_count"": 40, ""raw_rows"": 40, ""raw_columns"": 13, ""trimmed_rows"": 38, ""trimmed_columns"": 13, ""span_count"": 217, ""assigned_span_count"": 209, ""span_coverage"": 0.9631, ""spans_per_trimmed_row"": 5.7105, ""max_cell_chars"": 32, ""median_cell_chars"": 3.0, ""max_to_median_cell_char_ratio"": 10.6667, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013""], ""non_table_text_line_count"": 4, ""non_table_text_chars"": 82}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,180,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 34, ""columns"": 13, ""span_count"": 204, ""span_coverage"": 0.9608, ""spans_per_row"": 6.0, ""span_per_row_limit"": 39.0, ""max_cell_chars"": 12, ""max_to_median_cell_char_ratio"": 2.4, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 181, ""status"": ""ok"", ""bbox"": [38.32, 40.1, 394.34, 463.7], ""table_area_ratio"": 0.6039, ""horizontal_line_count"": 3, ""vertical_line_count"": 5, ""line_count"": 40, ""table_line_count"": 36, ""raw_rows"": 36, ""raw_columns"": 13, ""trimmed_rows"": 34, ""trimmed_columns"": 13, ""span_count"": 204, ""assigned_span_count"": 196, ""span_coverage"": 0.9608, ""spans_per_trimmed_row"": 6.0, ""max_cell_chars"": 12, ""median_cell_chars"": 5.0, ""max_to_median_cell_char_ratio"": 2.4, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013""], ""non_table_text_line_count"": 4, ""non_table_text_chars"": 97}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,181,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_ACCURATE"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""cell_size_skew""], ""rows"": 47, ""columns"": 14, ""span_count"": 312, ""span_coverage"": 0.9936, ""spans_per_row"": 6.6383, ""span_per_row_limit"": 42.0, ""max_cell_chars"": 47, ""max_to_median_cell_char_ratio"": 10.4444, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 184, ""status"": ""ok"", ""bbox"": [23.28, 45.66, 380.75, 542.44], ""table_area_ratio"": 0.7111, ""horizontal_line_count"": 17, ""vertical_line_count"": 47, ""line_count"": 51, ""table_line_count"": 47, ""raw_rows"": 47, ""raw_columns"": 14, ""trimmed_rows"": 47, ""trimmed_columns"": 14, ""span_count"": 312, ""assigned_span_count"": 310, ""span_coverage"": 0.9936, ""spans_per_trimmed_row"": 6.6383, ""max_cell_chars"": 47, ""median_cell_chars"": 4.5, ""max_to_median_cell_char_ratio"": 10.4444, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013"", ""col_014""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 14, ""fallback_from_columns"": 18, ""fallback_from_spans_per_row"": 22.1429, ""non_table_text_line_count"": 4, ""non_table_text_chars"": 64}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,184,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""cell_size_skew""], ""rows"": 33, ""columns"": 18, ""span_count"": 189, ""span_coverage"": 0.9947, ""spans_per_row"": 5.7273, ""span_per_row_limit"": 54.0, ""max_cell_chars"": 49, ""max_to_median_cell_char_ratio"": 8.1667, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 186, ""status"": ""ok"", ""bbox"": [24.55, 41.35, 380.26, 480.44], ""table_area_ratio"": 0.6254, ""horizontal_line_count"": 17, ""vertical_line_count"": 21, ""line_count"": 39, ""table_line_count"": 33, ""raw_rows"": 33, ""raw_columns"": 18, ""trimmed_rows"": 33, ""trimmed_columns"": 18, ""span_count"": 189, ""assigned_span_count"": 188, ""span_coverage"": 0.9947, ""spans_per_trimmed_row"": 5.7273, ""max_cell_chars"": 49, ""median_cell_chars"": 6.0, ""max_to_median_cell_char_ratio"": 8.1667, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013"", ""col_014"", ""col_015"", ""col_016"", ""col_017"", ""col_018""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 14, ""fallback_from_columns"": 11, ""fallback_from_spans_per_row"": 13.5, ""non_table_text_line_count"": 6, ""non_table_text_chars"": 174}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,186,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""cell_size_skew""], ""rows"": 23, ""columns"": 17, ""span_count"": 153, ""span_coverage"": 1.0, ""spans_per_row"": 6.6522, ""span_per_row_limit"": 51.0, ""max_cell_chars"": 48, ""max_to_median_cell_char_ratio"": 12.0, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 187, ""status"": ""ok"", ""bbox"": [37.68, 39.79, 395.16, 392.48], ""table_area_ratio"": 0.5049, ""horizontal_line_count"": 9, ""vertical_line_count"": 19, ""line_count"": 26, ""table_line_count"": 23, ""raw_rows"": 23, ""raw_columns"": 17, ""trimmed_rows"": 23, ""trimmed_columns"": 17, ""span_count"": 153, ""assigned_span_count"": 153, ""span_coverage"": 1.0, ""spans_per_trimmed_row"": 6.6522, ""max_cell_chars"": 48, ""median_cell_chars"": 4.0, ""max_to_median_cell_char_ratio"": 12.0, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013"", ""col_014"", ""col_015"", ""col_016"", ""col_017""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 8, ""fallback_from_columns"": 14, ""fallback_from_spans_per_row"": 19.125, ""non_table_text_line_count"": 3, ""non_table_text_chars"": 53}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,187,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 35, ""columns"": 11, ""span_count"": 174, ""span_coverage"": 0.9713, ""spans_per_row"": 4.9714, ""span_per_row_limit"": 33.0, ""max_cell_chars"": 26, ""max_to_median_cell_char_ratio"": 5.2, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 188, ""status"": ""ok"", ""bbox"": [23.84, 39.39, 380.59, 531.79], ""table_area_ratio"": 0.7034, ""horizontal_line_count"": 13, ""vertical_line_count"": 21, ""line_count"": 42, ""table_line_count"": 35, ""raw_rows"": 35, ""raw_columns"": 11, ""trimmed_rows"": 35, ""trimmed_columns"": 11, ""span_count"": 174, ""assigned_span_count"": 169, ""span_coverage"": 0.9713, ""spans_per_trimmed_row"": 4.9714, ""max_cell_chars"": 26, ""median_cell_chars"": 5.0, ""max_to_median_cell_char_ratio"": 5.2, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 11, ""fallback_from_columns"": 6, ""fallback_from_spans_per_row"": 15.0, ""non_table_text_line_count"": 7, ""non_table_text_chars"": 168}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,188,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_ACCURATE"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""cell_size_skew""], ""rows"": 49, ""columns"": 12, ""span_count"": 387, ""span_coverage"": 0.9974, ""spans_per_row"": 7.898, ""span_per_row_limit"": 36.0, ""max_cell_chars"": 43, ""max_to_median_cell_char_ratio"": 8.6, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 189, ""status"": ""ok"", ""bbox"": [37.39, 39.5, 394.61, 522.07], ""table_area_ratio"": 0.6903, ""horizontal_line_count"": 11, ""vertical_line_count"": 7, ""line_count"": 55, ""table_line_count"": 49, ""raw_rows"": 49, ""raw_columns"": 12, ""trimmed_rows"": 49, ""trimmed_columns"": 12, ""span_count"": 387, ""assigned_span_count"": 386, ""span_coverage"": 0.9974, ""spans_per_trimmed_row"": 7.898, ""max_cell_chars"": 43, ""median_cell_chars"": 5.0, ""max_to_median_cell_char_ratio"": 8.6, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 10, ""fallback_from_columns"": 4, ""fallback_from_spans_per_row"": 38.3, ""non_table_text_line_count"": 6, ""non_table_text_chars"": 134}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,189,0.55,Review the coordinate diagnostics if this table is business-critical.,
